"DOT_category","dot_title_norm","SOC","soc_title_norm"
"930","core drill operator","47-5023.00","earth drillers except oil and gas"
"930","core drill operator","47-5032.00","explosives workers ordnance handling experts and blasters"
"930","caser","47-5099.00","extraction workers all other"
"930","clean out driller helper","47-5081.00","helpers extraction workers"
"930","continuous mining machine operator","47-5041.00","continuous mining machine operators"
"930","harvester operator","47-5022.00","excavating and loading machine and dragline operators surface mining"
"930","harvester operator","53-7199.00","material moving workers all other"
"930","roof bolter","47-5043.00","roof bolters mining"
"930","floor worker well service","47-5071.00","roustabouts oil and gas"
"930","jackhammer operator","47-2061.00","construction laborers"
"930","quarry plug and feather driller","47-5051.00","rock splitters quarry"
"930","mud plant operator","51-9023.00","mixing and blending machine setters operators and tenders"
"930","core drill operator helper","47-3019.00","helpers construction trades all other"
"930","cutter operator helper","51-9198.00","helpers production workers"
"931","blaster","47-5032.00","explosives workers ordnance handling experts and blasters"
"931","gun perforator loader","47-5071.00","roustabouts oil and gas"
"932","bank boss","47-1011.00","first line supervisors of construction trades and extraction workers"
"932","surface supervisor","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"932","surface supervisor","53-1044.00","first line supervisors of passenger attendants"
"932","surface supervisor","53-1049.00","first line supervisors of transportation workers all other"
"932","dispatcher","43-5032.00","dispatchers except police fire and ambulance"
"932","hoist operator","53-7041.00","hoist and winch operators"
"932","brake holder","53-4022.00","railroad brake signal and switch operators and locomotive firers"
"932","spout tender i","51-9198.00","helpers production workers"
"932","bottomer i","53-7062.00","laborers and freight stock and material movers hand"
"932","loading shovel oiler","49-9043.00","maintenance workers machinery"
"932","car dropper","53-7199.00","material moving workers all other"
"932","loading machine operator","47-5044.00","loading and moving machine operators underground mining"
"932","aerial tram operator","53-7011.00","conveyor operators and tenders"
"933","crusher setter","47-5099.00","extraction workers all other"
"933","grizzly worker","51-9198.00","helpers production workers"
"934","cone operator","51-9012.00","separating filtering clarifying precipitating and still machine setters operators and tenders"
"934","sand plant attendant","51-9161.00","computer numerically controlled tool operators"
"934","sand plant attendant","51-9162.00","computer numerically controlled tool programmers"
"934","sand plant attendant","51-9199.00","production workers all other"
"934","foot worker","51-9198.00","helpers production workers"
"939","supervisor pond","51-1011.00","first line supervisors of production and operating workers"
"939","quarry supervisor open pit","47-1011.00","first line supervisors of construction trades and extraction workers"
"939","well puller head","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"939","well puller head","53-1044.00","first line supervisors of passenger attendants"
"939","well puller head","53-1049.00","first line supervisors of transportation workers all other"
"939","chief dispatcher","43-1011.00","first line supervisors of office and administrative support workers"
"939","miner i","47-5081.00","helpers extraction workers"
"939","dispatcher oil well services","43-5032.00","dispatchers except police fire and ambulance"
"939","panelboard operator","51-8099.00","plant and system operators all other"
"939","oil well service operator","47-5013.00","service unit operators oil and gas"
"939","dust sampler","51-9061.00","inspectors testers sorters samplers and weighers"
"939","cager","53-7062.00","laborers and freight stock and material movers hand"
"939","quarry worker","47-5099.00","extraction workers all other"
"939","monitor car operator","53-7072.00","pump operators except wellhead pumpers"
"939","oil well service operator helper","51-9198.00","helpers production workers"
"939","pond tender","51-9012.00","separating filtering clarifying precipitating and still machine setters operators and tenders"
"939","loading machine operator helper","53-7199.00","material moving workers all other"
"939","latrine cleaner","53-7061.00","cleaners of vehicles and equipment"
"950","refrigerating engineer head","51-1011.00","first line supervisors of production and operating workers"
"950","engineer exhauster","53-7072.00","pump operators except wellhead pumpers"
"950","refrigerating engineer","51-8021.00","stationary engineers and boiler operators"
"950","gas compressor operator","53-7071.00","gas compressor and gas pumping station operators"
"950","rotary rig engine operator","47-5012.00","rotary drill operators oil and gas"
"950","panelboard operator","51-8099.00","plant and system operators all other"
"951","firer high pressure","51-8013.00","power plant operators"
"951","firer low pressure","51-8021.00","stationary engineers and boiler operators"
"951","fuel house attendant","53-7063.00","machine feeders and offbearers"
"952","substation operator chief","51-1011.00","first line supervisors of production and operating workers"
"952","hydroelectric station operator chief","11-3051.06","hydroelectric production managers"
"952","superintendent local","49-1011.00","first line supervisors of mechanics installers and repairers"
"952","dispatcher service or work","43-5032.00","dispatchers except police fire and ambulance"
"952","load dispatcher","51-8012.00","power distributors and dispatchers"
"952","substation inspector","51-9061.00","inspectors testers sorters samplers and weighers"
"952","auxiliary equipment operator","51-8013.00","power plant operators"
"952","hydroelectric station operator","51-8013.04","hydroelectric plant technicians"
"952","power reactor operator","51-8011.00","nuclear power reactor operators"
"952","trouble shooter i","47-2111.00","electricians"
"952","power plant operator","51-8013.03","biomass plant technicians"
"952","cable maintainer","53-7072.00","pump operators except wellhead pumpers"
"952","laborer powerhouse","51-9198.00","helpers production workers"
"952","hydroelectric plant maintainer","37-3011.00","landscaping and groundskeeping workers"
